Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-July-2019,100.85,103.85,98.9,99.8,101.2892726,7153589,29685,724581826,1259303,17.6,4.95,-1.05
4-July-2019,100.6,102.15,95.25,96.25,98.55174741,6957778,32101,685701180,1465914,21.07,6.9,-4.35
5-July-2019,95,96.8,87.45,88.2,91.35399391,13787113,64143,1259507837,3033688,22,9.35,-6.8
8-July-2019,87,94.55,85.7,93.1,92.16849154,13166376,47383,1213525015,1797461,13.65,8.85,6.1
9-July-2019,94.9,97,90.35,91.35,93.90883813,9713239,37571,912158989,1268628,13.06,6.65,-3.55
10-July-2019,92,93.95,91.6,93,92.92249475,4796501,20256,445702839,569869,11.88,2.35,1
11-July-2019,94,95,90.75,92.4,92.35788861,5931122,20093,547785905,763412,12.87,4.25,-1.6
12-July-2019,93.2,94.9,91.7,94.15,93.41347813,4338539,16824,405278018,750338,17.29,3.2,0.95
15-July-2019,95.45,99.3,92.65,93.2,95.89079254,8062444,30546,773114145,1249483,15.5,6.65,-2.25
16-July-2019,94.35,106.3,92.3,103.9,99.54508059,14806539,57090,1473918118,2119984,14.32,14,9.55
17-July-2019,108.25,108.4,97.55,98.45,102.0800112,15557782,58749,1588138561,2268933,14.58,10.85,-9.8
18-July-2019,88.65,90.3,83.7,85.8,87.14909243,15911076,64005,1386635833,3327043,20.91,6.6,-2.85
19-July-2019,86,86.9,82.55,83.25,84.71109294,9258507,36067,784298247,1536067,16.59,4.35,-2.75
22-July-2019,83,92.4,81.75,91.15,88.38680715,13900759,48257,1228643705,1712893,12.32,10.65,8.15
23-July-2019,89.4,93.85,87.15,90.7,91.01994264,10737444,38644,977321537,862399,8.03,6.7,1.3
24-July-2019,91.45,93.65,88.2,89.15,90.80821594,7062318,23780,641316498,818870,11.59,5.45,-2.3
25-July-2019,88.5,90.4,85.8,87.65,88.13468622,7466042,24134,658017269,782247,10.48,4.6,-0.85
26-July-2019,88.75,96.9,87.1,96.1,93.3816814,12249908,41932,1143917006,2048680,16.72,9.8,7.35
29-July-2019,96,98.65,91.3,94.75,94.88891111,8859707,31879,840687950,789005,8.91,7.35,-1.25
30-July-2019,94.85,96.35,84.4,86.1,90.63813963,8641090,29163,783212322,1597890,18.49,11.95,-8.75
31-July-2019,86.5,92.3,84.85,91.3,89.37759208,9792965,31266,875271631,917682,9.37,7.45,4.8
1-August-2019,89.2,91.15,85.75,88.4,88.82822744,6805505,23716,604520946,794999,11.68,5.4,-0.8
2-August-2019,87.9,90.9,86.85,88.3,88.904855,7699564,22403,684528621,675574,8.77,4.05,0.4
5-August-2019,88,88,79.5,81.1,82.47604446,9997373,35936,824543780,1689400,16.9,8.5,-6.9
6-August-2019,80.95,86.6,79.8,85.4,83.51052079,11140461,29868,930345700,1072500,9.63,6.8,4.45
7-August-2019,86.65,92,86.2,86.85,89.75478816,11714516,37677,1051433902,1186057,10.12,5.8,0.2
8-August-2019,89.55,89.85,84.95,89.15,88.0571447,8532865,29451,751379728,735658,8.62,4.9,-0.4
9-August-2019,91,92.4,81.2,82.1,85.61372718,14064831,42408,1204142604,3357632,23.87,11.2,-8.9
13-August-2019,84,84.35,72.85,73.6,77.94607769,13322112,48877,1038406377,3072461,23.06,11.5,-10.4
14-August-2019,74.4,77.85,70.5,76.55,75.49928586,11539093,39820,871193281,1103017,9.56,7.35,2.15
16-August-2019,79.5,81.55,76.9,79.45,79.33870707,10650870,34111,845026255,1309284,12.29,4.65,-0.05
19-August-2019,79.45,80.7,76.05,76.7,77.93552629,8322912,27275,648650527,1042629,12.53,4.65,-2.75
20-August-2019,76.8,77,70.55,71.25,72.28437432,10451647,35828,755490764,2134002,20.42,6.45,-5.55
21-August-2019,71.2,71.55,64.5,65.4,67.57366073,15593004,46649,1053676362,2576105,16.52,7.05,-5.8
22-August-2019,65.6,67.7,53.15,56.3,60.13963064,20382103,61331,1225772146,3167439,15.54,14.55,-9.3
23-August-2019,56.3,61.25,54.7,59.25,59.03367669,24065313,54352,1420663907,2090294,8.69,6.55,2.95
26-August-2019,63,64.65,57.3,63,60.79474444,18525203,42685,1126234982,2180543,11.77,7.35,0
27-August-2019,62.85,65.3,62.55,64.3,63.94171598,13772317,30425,880625582,1520091,11.04,2.75,1.45
28-August-2019,65,65.2,58.05,59.5,61.05609882,14885233,39614,908834257,1725631,11.59,7.15,-5.5
29-August-2019,59,59.3,55,57.35,56.60636149,19171338,38232,1085219689,2815932,14.69,4.3,-1.65
30-August-2019,58,60.9,55.55,59.5,57.69540117,19148813,38269,1104798448,2033528,10.62,5.35,1.5
3-September-2019,59.5,62.25,57.65,58.8,59.72496523,12946414,31587,773224126,962128,7.43,4.6,-0.7
4-September-2019,58,60.2,57.3,59.45,58.70506108,9047280,21401,531121125,733443,8.11,2.9,1.45
5-September-2019,59.6,62.35,58.9,61.9,60.73690331,11292970,27400,685900027,1177247,10.42,3.45,2.3
6-September-2019,61.4,62.15,59.55,60.4,60.86597937,9421393,19545,573442312,759731,8.06,2.6,-1
9-September-2019,60.4,64,59.85,63.1,61.91272305,12133031,27001,751188988,1210783,9.98,4.15,2.7
11-September-2019,66.15,72.55,65.4,71.6,69.77279694,21005663,54983,1465623859,2153914,10.25,7.15,5.45
12-September-2019,72.1,72.1,67.2,67.95,69.08804987,14015398,37826,968296516,1230928,8.78,4.9,-4.15
13-September-2019,67.15,69.5,64.1,68.6,66.53511246,20290505,47005,1350031032,1447160,7.13,5.4,1.45
16-September-2019,67.9,68.25,66,67.1,67.27143014,8356106,122867,562127201,737503,8.83,2.25,-0.8
17-September-2019,67.05,68.85,64.7,65.15,66.98497463,8940809,54286,598899864,1132772,12.67,4.15,-1.9
18-September-2019,65.3,66.9,61.7,64.1,64.41825772,11090894,47831,714456068,1085899,9.79,5.2,-1.2
19-September-2019,64.6,64.9,53.05,54.15,57.90589846,19972521,87366,1156526773,5457552,27.33,11.85,-10.45
20-September-2019,54,59.9,52.65,55.45,56.65583338,25991547,87403,1472572756,3032248,11.67,7.25,1.45
23-September-2019,57.8,57.8,52.95,55.35,54.97456362,21377058,62312,1175194435,2466772,11.54,4.85,-2.45
24-September-2019,55.3,57.65,53.5,56.05,55.64866294,12342336,91604,686834496,1021440,8.28,4.15,0.75
25-September-2019,56,56.8,53.1,53.7,55.0154772,11970640,74087,658570472,1686081,14.09,3.7,-2.3
26-September-2019,54.5,54.5,50.6,51.05,52.06940119,15543537,77195,809342664,2518799,16.2,3.9,-3.45
27-September-2019,50,52.85,48.4,48.8,50.25242606,24055147,82292,1208829496,2312190,9.61,4.45,-1.2
30-September-2019,48.4,49.1,40.95,41.45,43.24934145,33140827,86255,1433318943,4552438,13.74,8.15,-6.95
1-October-2019,42,44.3,29.05,32,36.87304429,56077384,119269,2067743864,7968814,14.21,15.25,-10
3-October-2019,35.2,43.5,35.2,42.55,39.85809007,42820344,93701,1706737128,4699925,10.98,8.3,7.35
4-October-2019,44.9,45.9,40.95,42.15,43.03913078,38733779,78986,1667068180,3738384,9.65,4.95,-2.75
7-October-2019,45.95,46.7,42.85,45.6,45.06861483,28234463,70612,1272488138,3335363,11.81,3.85,-0.35
9-October-2019,45.55,45.55,41.05,43.2,42.91459092,21895741,49461,939646768,2908121,13.28,4.5,-2.35
10-October-2019,41.85,42.7,40.2,40.95,41.27597461,15385763,36412,635062363,2569639,16.7,2.5,-0.9
11-October-2019,41,41.95,37,39.6,39.1586343,26109063,47687,1022395250,2038185,7.81,4.95,-1.4
14-October-2019,39.95,41.5,38.8,40,40.18528585,16663156,42763,669613687,1303883,7.82,2.7,0.05
15-October-2019,41,41.4,39,40.6,40.32046861,13385857,27558,539724027,1424291,10.64,2.4,-0.4
16-October-2019,40.65,42.05,39.8,41.15,40.6878225,12569298,26768,511417366,1140630,9.07,2.25,0.5
17-October-2019,41.9,48.2,40.65,47.4,45.1809717,33771850,71164,1525844999,3484259,10.32,7.55,5.5
18-October-2019,46.8,52.3,46,51.4,50.44844722,29034804,77268,1464760777,2331979,8.03,6.3,4.6
22-October-2019,53,56.5,50.25,51.8,53.91011005,27616213,75362,1488793082,3454518,12.51,6.25,-1.2
23-October-2019,51.9,53.5,49.2,51.25,51.50246229,23663171,59939,1218711572,2064206,8.72,4.3,-0.65
24-October-2019,51.2,52.6,47.45,48.3,50.29799619,18530727,59183,932058436,2094046,11.3,5.15,-2.9
25-October-2019,48.55,54.35,45.75,52.15,48.8394298,28695430,69804,1401468439,2718617,9.47,8.6,3.6
27-October-2019,55.25,56.5,54.15,54.75,55.1339721,4297529,13011,236939844,1165570,27.12,2.35,-0.5
29-October-2019,54.45,59.9,53.15,58.2,57.64838473,24429565,77192,1408324962,2871380,11.75,6.75,3.75
30-October-2019,59,59.6,55.9,56.8,57.77260604,19222793,63052,1110550847,2541980,13.22,3.7,-2.2
31-October-2019,56.2,76.65,54.9,70.45,67.69234376,62620476,140895,4238926788,6422901,10.26,21.75,14.25
1-November-2019,71,71.85,65,66.6,68.34554131,39676191,110799,2711690751,7682642,19.36,6.85,-4.4
4-November-2019,59.95,71.35,59.95,66.1,66.3394525,45824409,108560,3039966204,17147450,37.42,11.4,6.15
5-November-2019,70.4,71.9,67.25,68.35,68.8364774,28138949,70066,1936986127,4731576,16.82,4.65,-2.05
6-November-2019,68.5,71.2,67.35,68.75,69.25464029,21050895,58647,1457872161,2191396,10.41,3.85,0.25
7-November-2019,68,69.5,66,66.5,67.53781781,15831270,54673,1069209429,2282485,14.42,3.5,-1.5
8-November-2019,66,72.3,64.35,69,69.30903394,30173343,100589,2091285254,3030496,10.04,7.95,3
11-November-2019,69.9,73.55,69.2,73,71.67230046,19768090,62098,1416824486,2636458,13.34,4.35,3.1
13-November-2019,74.6,75.35,67.2,68.25,71.66892627,25043884,73365,1794868276,5987921,23.91,8.15,-6.35
14-November-2019,68.75,70.8,67.15,68.75,69.22247524,15035997,37344,1040828930,1431403,9.52,3.65,0
15-November-2019,69.1,70.2,68.3,68.7,69.06243928,9365034,27641,646772092,1197919,12.79,1.9,-0.4
18-November-2019,69.1,69.45,65.5,65.9,66.96641802,16557751,63977,1108813275,2422102,14.63,3.95,-3.2
19-November-2019,65.5,67.25,63,64.15,65.08718333,24268562,71325,1579572344,2742388,11.3,4.25,-1.35
20-November-2019,62.2,66.4,62,65.85,64.56825799,17911382,59178,1156506734,2138439,11.94,4.4,3.65
21-November-2019,66.6,67.2,63.9,64.25,65.03339921,10878761,77336,707482807,1509831,13.88,3.3,-2.35
22-November-2019,64.2,66.15,64.1,64.8,65.31950198,9691602,53324,633050616,1479520,15.27,2.05,0.6
25-November-2019,65,65.5,62.35,63.7,63.68167354,14217505,64115,905394512,1992058,14.01,3.15,-1.3
26-November-2019,64.4,67.5,62.55,63.4,65.34433815,19652455,89716,1284176665,2947044,15,4.95,-1
27-November-2019,68.3,68.85,65.7,68.25,67.40353135,21314758,71083,1436689959,5679713,26.65,3.15,-0.05
28-November-2019,69.5,70.65,68.35,70.05,69.50010161,17065106,58841,1186026601,2630115,15.41,2.3,0.55
29-November-2019,72,74.1,67.6,68.3,70.78590446,34095082,104809,2413451217,5404329,15.85,6.5,-3.7
2-December-2019,70,70.5,63.1,64.05,66.26228022,25476054,100394,1688101429,5524395,21.68,7.4,-5.95
3-December-2019,64.1,65.35,59,59.5,61.46261493,22760247,94758,1398904297,4332319,19.03,6.35,-4.6
4-December-2019,58.75,63.45,56.8,63.05,60.65768997,29471027,92622,1787644419,2695953,9.15,6.65,4.3
5-December-2019,63.05,64,60.8,62.1,62.40191934,19908604,70922,1242335101,1939621,9.74,3.2,-0.95
6-December-2019,61,61,55.2,56,57.66650068,21329180,67712,1229979173,5637112,26.43,5.8,-5
9-December-2019,56,58.8,53.8,56.2,56.60973412,22463632,77334,1271660235,2103695,9.36,5,0.2
10-December-2019,55,56.3,49.3,50.55,52.89634315,22981105,93146,1215616416,3964504,17.25,7,-4.45
11-December-2019,49.3,49.3,40.7,42.8,44.3607944,43998321,113485,1951800472,7099258,16.14,8.6,-6.5
12-December-2019,43.25,48.15,42.9,45.35,45.43442472,24164382,85472,1097894795,2870140,11.88,5.25,2.1
13-December-2019,45.75,47.65,45.5,46.65,46.70183363,13061178,47070,609980962,2207623,16.9,2.15,0.9
16-December-2019,47,48,46,46.8,46.71896413,9799372,50570,457816509,1479422,15.1,2,-0.2
17-December-2019,47.25,48.15,46.8,47.6,47.58205566,7100948,53783,337877703,1252157,17.63,1.35,0.35
18-December-2019,48.05,48.2,46.05,46.75,47.02229754,7749600,50207,364403997,1627822,21.01,2.15,-1.3
19-December-2019,46,51.4,45,49.9,48.34700862,21688640,67945,1048580865,2914747,13.44,6.4,3.9
20-December-2019,49.75,53.5,48.5,51.35,51.92516551,22408918,70379,1163586776,2432988,10.86,5,1.6
23-December-2019,50.95,52.3,48.8,49.65,50.83571816,24400767,60891,1240430514,8248716,33.81,3.5,-1.3
24-December-2019,50.1,52,50.05,51.2,51.12567438,11797926,42421,603176923,1636933,13.87,1.95,1.1
26-December-2019,51,51.6,48.25,48.7,49.87287783,11357799,36742,566446122,2327820,20.5,3.35,-2.3
27-December-2019,49.4,49.8,47.7,48,48.53583132,9119411,32117,442618194,1954275,21.43,2.1,-1.4
30-December-2019,47.6,48.95,46.7,47.35,47.62647447,7558913,34575,360004377,1388586,18.37,2.25,-0.25
31-December-2019,47.25,48.05,46.35,46.95,47.19301581,7177521,35453,338728862,1267185,17.65,1.7,-0.3
1-January-2020,46.9,47.5,46.5,46.65,46.87976758,4609755,23187,216104243,694040,15.06,1,-0.25
2-January-2020,46.65,48.5,46.45,47.3,47.34447371,6392694,25235,302658733,1128173,17.65,2.05,0.65
3-January-2020,47.4,48.3,46.9,47.1,47.4816539,5920660,25674,281122729,1041269,17.59,1.4,-0.3
6-January-2020,46.95,46.95,45,45.15,45.6324455,4713067,27737,215068773,1082781,22.97,1.95,-1.8
7-January-2020,45.7,46.45,44,45.1,45.214448,5561460,29158,251458344,1061890,19.09,2.45,-0.6
8-January-2020,45.8,47.25,45.3,46.05,45.98532446,6522690,27516,299948016,1319754,20.23,1.95,0.25
9-January-2020,47.15,48.45,46.3,47.3,47.36284726,6835915,38939,323768398,1339498,19.6,2.15,0.15
10-January-2020,47.6,48.35,43.9,44.8,45.73818254,15918973,52089,728104893,2688706,16.89,4.45,-2.8
13-January-2020,43.4,44,41.2,42.1,42.21078034,10763969,39128,454355531,2602436,24.18,2.8,-1.3
14-January-2020,41.75,41.75,36.55,38.55,38.97673859,18250917,63116,711361221,3955261,21.67,5.2,-3.2
15-January-2020,38.55,41.1,36.65,39.8,39.19230307,19876620,68176,779010515,2463021,12.39,4.45,1.25
16-January-2020,40,40.9,39.8,39.95,40.18678625,7109699,35374,285715954,1531648,21.54,1.1,-0.05
17-January-2020,37.3,39.55,37.2,39.25,38.74548739,7608519,33414,294795777,1240002,16.3,2.35,1.95
20-January-2020,39.45,40.2,38.45,38.65,39.10041999,6006782,25628,234867699,1010388,16.82,1.75,-0.8
21-January-2020,38.55,39.2,38.1,38.35,38.53496993,3898750,29719,150238214,1010106,25.91,1.1,-0.2
22-January-2020,38.6,39.1,38,38.45,38.4584661,3589875,23427,138061086,737303,20.54,1.1,-0.15
23-January-2020,38.65,41.35,38.35,40.95,40.30528489,9053730,46160,364913167,1881733,20.78,3,2.3
24-January-2020,41.1,45,41.1,42.75,43.32374847,16450388,68492,712692472,2542278,15.45,3.9,1.65
27-January-2020,42.5,43.45,41.9,42.4,42.71080087,6415092,42242,273993717,967425,15.08,1.55,-0.1
28-January-2020,42.65,43.25,41.3,41.65,42.26121494,4585982,34779,193809171,693500,15.12,1.95,-1
29-January-2020,41.9,42.35,41,41.2,41.56902645,5861420,26071,243653523,775517,13.23,1.35,-0.7
30-January-2020,40.9,40.9,38.55,39.05,39.18310457,7820373,30757,306426493,1756186,22.46,2.35,-1.85
31-January-2020,39.4,40.15,38.7,39.2,39.42057329,6920216,31391,272798882,837172,12.1,1.45,-0.2
1-February-2020,39.1,40.2,37.6,37.9,38.89004543,5664694,41316,220300207,1033764,18.25,2.6,-1.2
3-February-2020,38,38.4,35.7,36,36.58026638,8628968,50077,315649948,1757710,20.37,2.7,-2
4-February-2020,36.35,36.4,34.5,34.95,35.14769138,7441565,54865,261553830,1648050,22.15,1.9,-1.4
5-February-2020,35.2,39.75,34.1,37.6,37.24958748,16516129,67826,615218992,1893027,11.46,5.65,2.4
6-February-2020,37.9,39.5,37.85,38.55,38.74451046,7080971,47057,274348755,1211612,17.11,1.65,0.65
7-February-2020,39,39.95,38.15,38.7,38.95515129,7195078,47128,280285352,1270309,17.66,1.8,-0.3
10-February-2020,40.1,40.7,37.15,37.6,38.63290451,8573682,46789,331226238,1484133,17.31,3.55,-2.5
11-February-2020,37.95,38.1,36.7,36.85,37.3095477,5905371,39135,220326721,963001,16.31,1.4,-1.1
12-February-2020,36.85,36.85,35.05,35.2,35.5197713,6399022,41922,227291798,2112084,33.01,1.8,-1.65
13-February-2020,36.95,38,36,37.2,37.13017916,9626172,57247,357421491,1589541,16.51,2,0.25
14-February-2020,37.7,40.2,37.55,38.9,39.23832158,8610794,42222,337873104,1583094,18.38,2.65,1.2
17-February-2020,39.8,40.05,36.6,37.15,37.76815309,6570357,44134,248150249,1246036,18.96,3.45,-2.65
18-February-2020,37.45,37.55,33.7,35.05,34.73466058,11833451,62032,411030904,2582782,21.83,3.85,-2.4
19-February-2020,34,36.2,33.6,35.3,34.96137415,8707381,46918,304422005,1018862,11.7,2.6,1.3
20-February-2020,35.25,36.5,34.7,35.45,35.81379342,6780421,62420,242832597,936894,13.82,1.8,0.2
24-February-2020,35.6,35.95,34.15,34.95,35.09334146,7767888,41226,272601146,1300308,16.74,1.8,-0.65
25-February-2020,35.15,36,34.85,35.15,35.19806555,7361583,47101,259113481,1091414,14.83,1.15,0
26-February-2020,34.9,37,34.5,36.55,35.89223723,8710912,51978,312654120,1640990,18.84,2.5,1.65
27-February-2020,37.2,37.95,36.05,36.75,37.22250095,8207210,44769,305492882,1026433,12.51,1.9,-0.45
28-February-2020,35.3,35.85,34.25,34.55,34.87237417,6886960,56677,240164646,1567801,22.76,1.6,-0.75
2-March-2020,35.2,35.5,29.85,31.6,33.44990119,7013789,45659,234610549,1493572,21.29,5.65,-3.6
3-March-2020,32.8,33.3,30.6,31.25,31.88366164,10299879,52275,328397857,1562635,15.17,2.7,-1.55
4-March-2020,31.4,31.7,28.65,29.3,29.70294443,10055149,54270,298667532,2737448,27.22,3.05,-2.1
5-March-2020,29.4,37.9,28.05,36.85,34.77625801,43386506,178209,1508820327,5873436,13.54,9.85,7.45
6-March-2020,33.2,33.2,5.55,16.2,14.77466658,106336244,195280,1571082550,24005540,22.58,27.65,-17
9-March-2020,17,22.8,16.2,21.25,19.76757604,69542810,164696,1374692785,17478619,25.13,6.6,4.25
11-March-2020,23.35,29.45,23.35,28.8,27.39609899,32779480,100624,898029879,8149547,24.86,6.1,5.45
12-March-2020,28.8,28.8,22.55,25.05,25.21222255,32280759,104395,813869680,7347516,22.76,6.25,-3.75
13-March-2020,22.55,27.55,21.3,25.55,25.48019883,26819759,51894,683372792,5795513,21.61,6.25,3
16-March-2020,23.15,40.4,23.15,37.1,35.82093548,18424460,67911,659981393,4292535,23.3,17.25,13.95
17-March-2020,40.8,64.15,40.8,58.65,54.64668776,22196004,112096,1212938100,3837920,17.29,23.35,17.85
18-March-2020,64.5,87.95,49.9,60.8,68.92839942,39837934,224098,2745965027,4676377,11.74,38.05,-3.7
19-March-2020,59,62,45.15,53.9,52.19992458,16836809,121820,878880160,1945919,11.56,16.85,-5.1
20-March-2020,59.25,61.95,43.15,45.9,50.00919501,12799339,68257,640084640,2327509,18.18,18.8,-13.35
23-March-2020,41.35,49.5,39.35,39.75,44.38489377,8418419,36677,373650633,2033860,24.16,10.15,-1.6
24-March-2020,43,43.7,34.5,35.05,36.90157404,6748687,49688,249037173,1404876,20.82,9.2,-7.95
25-March-2020,35,35.55,28.65,29.7,30.65641071,5821852,35584,178477086,1662026,28.55,6.9,-5.3
26-March-2020,30,31,25.25,26.65,28.57862969,7483814,57725,213877149,2763794,36.93,5.75,-3.35
27-March-2020,29.3,32.85,26,26.4,28.37922017,8210075,73756,232995526,3467123,42.23,6.85,-2.9
30-March-2020,27.7,27.7,24.2,24.85,25.109387,3720049,14141,93408150,1401216,37.67,3.5,-2.85
31-March-2020,25.6,25.9,22.15,22.45,22.99964211,4059931,37838,93376960,2702866,66.57,3.75,-3.15
1-April-2020,22.3,24.65,20.3,23.95,23.38561393,7028050,40477,164355264,1730140,24.62,4.35,1.65
3-April-2020,24.9,24.95,22.9,24.1,24.03478911,3999499,39075,96127115,917089,22.93,2.05,-0.8
7-April-2020,25.15,25.4,23.8,24.55,24.3642859,2884166,59025,70270645,957531,33.2,1.6,-0.6
8-April-2020,24.55,25.45,23.4,24.8,24.79428858,3180154,85619,78849656,875455,27.53,2.05,0.25
9-April-2020,25,25.5,24.55,24.9,24.94709849,1641163,40912,40942255,596953,36.37,0.95,-0.1
13-April-2020,25,25.15,23.55,24.1,24.08284726,2522606,56747,60751535,953832,37.81,1.6,-0.9
15-April-2020,24.45,25.95,23.8,24.5,24.89784981,2910205,45720,72457847,726276,24.96,2.15,0.05
16-April-2020,24.5,24.95,24,24.55,24.55310349,1334112,72104,32756590,478897,35.9,0.95,0.05
17-April-2020,25,25.45,24.75,25.1,25.02489626,1749379,64526,43778028,688432,39.35,0.7,0.1
20-April-2020,25.5,29.95,25.15,29.5,28.64654022,8097985,84507,231979253,1876954,23.18,4.8,4
21-April-2020,29.4,30.45,27.6,29.75,29.44122628,4842853,76303,142579531,873497,18.04,2.85,0.35
22-April-2020,29.7,30.3,28.8,29.6,29.48227503,2499327,60968,73685846,553213,22.13,1.5,-0.1
23-April-2020,29.75,29.85,27.9,28.3,28.94198408,2243884,56707,64942455,930432,41.47,1.95,-1.45
24-April-2020,28.1,28.15,26.3,26.6,26.96078877,1930238,35148,52040739,703914,36.47,1.85,-1.5
27-April-2020,26.6,27.7,25.9,27.05,26.85744806,1792245,45742,48135127,449217,25.06,1.8,0.45
28-April-2020,27.3,27.75,26.9,27.25,27.27157765,1085023,24627,29590289,324062,29.87,0.85,-0.05
29-April-2020,27.15,29.35,26.6,28.05,28.29473632,2360252,55672,66782708,529872,22.45,2.75,0.9
30-April-2020,28.9,28.9,27.7,27.95,28.37360565,2041361,39491,57920772,832216,40.77,1.2,-0.95
4-May-2020,27.8,27.8,26.6,27.05,27.07517655,1475766,37892,39956625,542093,36.73,1.2,-0.75
5-May-2020,27.7,27.7,26.5,26.6,26.86111193,1087048,34842,29199318,356615,32.81,1.2,-1.1
6-May-2020,26.6,26.75,25.2,26.35,26.10929638,1791752,29645,46781384,454144,25.35,1.55,-0.25
7-May-2020,25.8,31.6,25.25,28.15,29.09912342,7473824,43649,217481727,1977316,26.46,6.35,2.35
8-May-2020,28.3,28.7,26.6,27.05,27.43390103,2232599,30064,61248900,623937,27.95,2.1,-1.25
11-May-2020,27.35,28,26.8,27.75,27.58825006,1888112,29039,52089706,719417,38.1,1.2,0.4
12-May-2020,27.75,28.4,26.95,27.95,27.73666565,1522046,28543,42216481,399119,26.22,1.45,0.2
